cluster_id,centroid_latent_1,centroid_latent_2,centroid_latent_3,n_molecules_in_cluster
0,4.8911667179404725,2.39032143717609,-2.3229539348190196,1398
1,-3.0877231861181267,1.0380403255461839,-0.49513484123091484,3363
2,0.06070978034895552,-0.9603963078851148,1.285112837126827,2479
3,-0.7858688081455854,-4.5033337108121465,2.4812060186632223,4791
4,-3.563357130401965,-0.48185774593605246,-2.6594223442947866,1873
5,-0.2796603640056467,-3.354149259233568,-2.816958156056053,3054
6,-2.5690786383889597,3.7984106444043735,-0.10932481980249555,3976
7,2.724289727522482,1.45032892540875,2.0104660153259486,2917
8,-1.80910438505602,0.864621035026594,2.0294247050693373,5058
9,2.568114567790117,-0.06671109780826545,-2.4308260210139214,4487
10,1.0463325779739012,1.6136584617962524,0.5566193805980988,2243
11,-0.4970246443423493,-4.523448536711315,-3.504382629942577,3144
12,4.170481605011205,-0.391726974608985,0.43111756912386173,3313
13,3.5759894670984043,-1.1794200271915862,2.3982673829736467,3594
14,-1.531316175403668,-2.6181411005322937,0.5616978409597932,4554
15,-2.1891860777377024,-1.191355071627838,6.477132612247919,1178
16,2.518745742476625,-1.636705718262665,1.583683531006147,4001
17,-4.483843534915297,2.754448726917385,1.2833811951627478,2784
18,3.799024460052021,3.481624551249597,0.1537501351680144,2109
19,-0.929162662321188,-5.629873394668577,-2.162943521539997,4572
20,-1.9443644714607484,-3.1558924359178655,2.8082131324972646,2322
21,5.749148539508433,2.503007082083334,-0.541566021430826,3544
22,0.24824951293990005,2.670587286365024,-2.3073386092655284,2408
23,-4.582942799084781,3.7809749421395575,-1.397783357433569,2791
24,-1.8970857633494629,1.454928781779635,3.7936723445931597,2741
25,1.4073387026039117,3.114444944867871,-0.32280413903461364,3979
26,4.889503464879005,0.7504104419527792,3.3393244326327918,2193
27,-1.0183315648720295,-0.5830925801439264,-2.1414762524964277,3590
28,-2.4113964611102983,2.2566241298299974,-1.8449652185305214,4110
29,2.2334733503574977,-0.4976297418542474,0.11546601565685836,4177
30,-0.33546167203553345,-3.243020707490596,-0.12156401491111317,4970
31,2.2475440232995894,-1.3852742493570647,-3.935320129241425,4624
32,-0.22090312094621659,4.4603045938702,-2.6708204964242532,1934
33,-0.6333584640617467,-3.758653375675996,3.337084889541829,3599
34,-0.802217939345004,-6.052250732357803,-7.120690293840353,1215
35,-2.4602275087481265,-1.5818302054763294,-3.7482609537078826,2754
36,-1.7650723001150381,2.9670336379787026,0.09465717973643938,4360
37,-3.207880845194193,2.9162549281800736,-2.761733366452384,2195
38,-2.175241046263914,-0.2726208433176445,1.7421130903625632,5901
39,3.4219642670283323,-1.1047453257378055,-2.8571303155269936,3825
40,-3.6696717728150534,4.458988501810969,-0.4421502774123596,3206
41,1.7792289542091457,-2.247414829921349,0.8045730125045679,4705
42,-0.004727330168139532,2.030021953971767,1.4066196846559569,3038
43,-1.1258597871331948,-5.593037936430602,2.7792024169738596,3335
44,-0.42798523061486554,-4.177256524127015,-4.83364370857308,3627
45,-1.5919905576278617,-0.4586377323543738,0.5729794961847282,4641
46,-2.595975057694303,1.4876128399297088,0.5240324326085077,4336
47,-1.053162960360281,-5.019723519388817,5.183709993758302,2329
48,2.2553530075108696,-0.7776806926721446,-1.7545285248969518,4398
49,2.5538975994355813,-0.4145825067732829,1.2883093905447587,4923
50,-1.1937523910156447,-1.6097923011658355,0.9371549161845506,4218
51,-0.8501639886585827,1.3075910142994545,-1.0331273682418998,2937
52,-1.3969869199539624,-0.010344370424639537,2.5060742122211783,4155
53,2.2024464349247936,-1.698592262965628,5.3607854207699726,1649
54,-3.4589989448092866,3.2985283206345177,2.0286678456410243,3819
55,-1.0453687362594961,-5.778313447166629,0.1028727196347363,4048
56,4.261191474510995,0.15717443091840755,-2.1226088469061106,4432
57,-3.0429041042913694,1.453977767949512,2.5637807713449257,4159
58,-2.8559644817922907,0.7888452033924472,-4.571176090265472,2156
59,-2.686207615362802,-1.2876136012489101,-0.08519326904797385,3690
60,4.297675019136685,-0.34433922441746223,2.4650612416373585,4283
61,1.2515664594696343,1.909772965861034,-0.77462820796813,3467
62,4.546313673703147,2.1455173640225462,-0.45138630406514907,4323
63,-1.5350568804797886,-2.7679033135196796,-0.5554170866928907,3318
64,-2.505237000617993,-1.291731800114393,4.418121543867806,2469
65,-2.888985818057352,0.3424616620275217,-1.6921460614705104,3714
66,2.3077888045352,-0.7219285132224087,2.261805864202684,3945
67,4.114404658869004,-0.02597913727502943,1.5383509394407775,4657
68,-1.548185905085687,-2.268270757621369,1.823629053949019,4076
69,-1.4768512705827526,1.5371415392947978,1.1703060238390393,3207
70,0.6498334017971592,1.889542107958376,2.8104987274293856,2768
71,-4.61124889494432,6.354854099008789,-1.2519478909953166,1913
72,-5.50561838872958,3.6754267499197146,2.0276982536058137,1851
73,-3.328077274060667,-0.3978456175584626,2.2011038833496976,3768
74,3.7049155748433775,-1.333075432024747,-0.013395669183012507,2805
75,2.678693447002218,0.7042702760873095,0.6715815585618371,3103
76,-1.9619061853557178,-2.4960337976845617,-4.546908203412745,2338
77,-3.8776323571932005,0.11414311956601875,1.0719198945181803,3699
78,-0.4169303545515077,-3.4579176128873277,0.8779978452258357,5033
79,4.188603810423914,1.1477505350673742,-1.3098199863487328,4212
80,1.973500763102062,2.629534835844101,-1.6274610712993929,2859
81,-0.7985190360718017,3.6499763205624527,-1.5698463114288095,2905
82,-0.12775608421345064,3.0865705957035057,2.183626629383062,2342
83,-2.727637271351207,4.982472312035002,-0.07816680566358077,2164
84,-0.3239434257113719,-0.5264960866789122,2.8335673500330643,2787
85,0.4701295429940563,1.3281750514362405,-2.9864804193610586,1274
86,4.309393193396841,-0.5337133748392766,-3.1008402491762816,3880
87,-0.7698569012777372,-4.839217746995577,-0.38429970256415774,5971
88,-0.38650687123483757,-2.5092777331155762,3.6196883988450934,2225
89,2.0491860511492175,-1.430377544575483,-0.6956634785872113,4215
90,-1.057119794830134,-6.372771366435481,-3.2216388138569396,2146
91,-3.331097951735336,0.7253884733947932,-2.857086451863555,4093
92,3.174802087601681,1.3076443598723286,3.3772841858486675,2251
93,3.0797773396643477,-0.004194856341912689,-1.1693795388715855,3905
94,-0.2621659883170029,-3.3764156563941343,-3.9282697060302607,3246
95,0.30058021262369405,0.8239451867189135,1.9022650001374817,3081
96,-1.244172362346427,-0.8876602436252348,1.6426916276841004,4600
97,-0.6819707684389882,0.022176436820189716,-0.8695819418192839,3135
98,0.36909024325029416,-0.3505541889310968,0.07374666901216209,2204
99,-1.510543555329006,-0.8901824681533091,-3.3182370783109953,3161
100,-2.8025741344156403,-0.31876439081470453,-3.628001713602229,3610
101,-2.1443595276073375,1.1874239075566826,-2.3148587937142184,3881
102,-2.535799518404395,1.5591331394322436,1.6188425651712974,5056
103,1.9465625950736136,-1.6314855630427605,2.707338084566214,3088
104,2.5980064912524288,1.0978878787102428,-0.6593183020969081,3395
105,1.1648881347375206,4.159678808303076,-0.7397897669698551,3185
106,3.985822262915456,-0.5029808149420889,3.6464807294104733,2812
107,-3.818035888522918,0.4013592978097861,-3.8636664536229124,2892
108,-0.5609869203466141,-4.351742983419319,-2.065644092473059,3455
109,-4.361182400401322,3.329617539071111,2.874125736288266,2219
110,-1.6274947847243526,4.06966390076211,0.8894256468701632,2012
111,-3.5473871767766445,1.2739230252417517,5.280018774432969,1261
112,-3.898197533941852,0.7254543087084001,2.2189521195983777,3288
113,-1.0470422182059886,-1.6099266516026804,5.0365384722109585,1834
114,-5.8762708451038455,6.742310652842239,-2.0875183510825828,1235
115,3.3617125615177765,2.061553504099046,0.4506065949264907,3606
116,-0.07595330799935918,-2.031744788903135,-0.017925569500623295,2913
117,1.8897104290738511,-2.139980597180024,-1.8465590787576696,2314
118,2.4769064242768324,-0.8103168083824707,3.8086990190565486,2353
119,-0.6417415198420289,-4.972545719839254,-5.851646802219166,3246
120,-0.5767432857826799,-4.122195002407343,0.17148361043951532,6260
121,-1.4703160462344895,0.3613542504576983,-1.7627723150350472,3770
122,-1.8964101804127824,1.8619785372769297,2.6020967303018936,3664
123,-0.9216633845049396,0.17364579972352795,1.4745242947294057,3732
124,2.159739226253113,2.128341943818976,2.999575243313665,2936
125,-4.771895263371705,3.4149904812957965,-2.752511766846563,1701
126,-0.9520265149519106,-4.50094087488378,6.798618015050484,1106
127,-0.6333879771409616,-3.7105489773306592,4.743653744715008,2782
128,-3.202601332185746,0.429344731763059,3.777532846009207,2871
129,3.873747026495773,-0.7384445784618054,5.529575926148884,1455
130,-1.7226099854169474,2.1284419464802955,-0.6565389978206444,4305
131,2.170818739052273,-1.1425646204560973,-2.796654851222805,4968
132,0.49259618311424636,4.088912474093326,-1.6974320215817615,3240
133,-0.22738877022606782,-1.9612165195265638,2.2939810637467413,2408
134,-2.647220537852171,-2.4027513988904756,-0.5615566496164743,3491
135,-2.1513701398226344,-3.605662151332121,-0.12415198807228507,2790
136,-4.98844243976052,4.6789186931532285,-0.7568870682633864,2672
137,-2.485870947183407,-0.5604986834162262,3.0385573063214792,3349
138,-0.9692827544073439,-5.629716625517152,-1.0044503250757262,4382
139,-3.967277689825441,2.5602963406317105,-1.7247873226715968,3186
140,1.990432334474045,4.507069805179997,-1.6165127448150247,1661
141,8.181756586929223,2.9706279782330407,-0.639833753205487,1127
142,-3.29197595750296,1.9838554500332855,-3.954695668769769,2254
143,1.816137013571454,-1.2015300535203735,1.199791758885678,5027
144,1.8631105225280251,-2.065074327285022,-3.294660758428069,3112
145,2.128965321704929,-1.4492636786265582,-5.071300860007422,2261
146,-2.737357732001717,-0.29748470590586473,0.8317525574456422,5221
147,-0.5137244002155589,-4.010763579393779,-0.8745031369301871,5948
148,-4.369265126401232,4.410210391929137,1.8458259563995003,2151
149,-2.0514701529163153,0.2751105853720477,5.302182677331786,1604
150,-5.368405658455131,5.035770472979483,-2.460930217714338,1676
151,-2.195273757555086,-2.5313585163610535,5.565422441272822,1403
152,2.2689695693671585,2.3324911054755932,-0.11166076913821756,3208
153,-2.334152633393012,0.14706800907789275,-0.1719989501558456,3884
154,6.062067246472994,1.7184144819254046,2.513825264854187,1493
155,-2.418325506351171,0.609698172979448,2.778017544728497,4580
156,3.785783893536728,-1.0342412836594241,1.2999891826148626,5586
157,0.9001880706739857,2.9108867874249,1.429036272976355,2072
158,-2.8216829942975528,-1.9322688305752385,2.7711741090782853,2178
159,-1.359678343493385,-6.062602425161987,4.211126909765145,1670
160,-1.5197929135042578,-1.840317293888877,3.452548300663773,2939
161,0.6221684781973954,2.814335531433418,-1.1197925589326163,4098
162,-3.1335327112773204,2.258534238352039,-0.7333346294210574,3530
163,0.06127770539040828,3.8571083950857914,-0.40750784492308306,2792
164,-3.009873646066865,2.39522616088211,3.4154288371965364,3005
165,1.0219079085658271,0.12278971131631333,-2.889667995638839,2209
166,-2.2894922716424677,-1.1651448345040354,-2.498905768819092,2965
167,-2.224023650946856,0.7899869314638336,-3.4230071387735235,2901
168,-0.46559797594159547,-3.325483828155291,2.168827097932426,4155
169,3.241799943065006,2.214611511074228,-0.900888130616873,3183
170,0.14272705571772926,-1.3511019377862055,-1.405917250737325,2171
171,-3.573207864246854,-0.378691937160899,-0.31596923363306617,3303
172,1.6737056609262546,-2.008329399100979,4.034117998781003,2170
173,-1.2675532330982144,-6.703202039698975,-1.0179010445079273,2126
174,1.6030410363842909,-2.606871779639705,-0.3711610144953615,3248
175,2.5582220814525254,3.14351108357352,0.702546542898521,3203
176,1.4740651417696036,0.5619874715250819,2.879404959008506,2386
177,3.8406796066110958,-0.9407117833293076,-1.7917099398477525,3846
178,-3.0694094406295416,2.433111913540715,0.8768420775863831,3353
179,-0.7191024506419094,2.222168796784889,0.05307517259942235,3144
180,0.9382103816598929,1.443122010957961,-1.7114202781843466,2869
181,-0.010606644518879882,-2.1567720761122233,-2.733749534219723,2234
182,-2.1487949937092097,-3.6234352502275984,-1.5404245686009466,2428
183,-2.6885095544692277,2.6015995964498164,2.1947660458374796,3848
184,-2.038963038140285,1.1593934061324234,-1.2011236877678186,3930
185,-4.168452106616433,4.886672712144512,-1.7432421684593045,2223
186,-2.0580203076671815,-3.4958993628856474,1.373788039860308,2320
187,-2.0781992118367265,0.526720889730467,0.9810709747712357,5455
188,6.755876029270545,2.6763853913523246,-1.4269217973775599,1958
189,4.971727209278092,0.9116055527304566,0.04978998633691221,2341
190,-0.05490306274082846,0.5030894163898509,4.1657505125311065,1319
191,-2.00979683754613,-3.5992266570448157,-5.5000710115421105,1293
192,-3.168438861122759,3.6929631964628378,-1.411303248675124,2820
193,3.7233369737853095,2.7600823582268075,1.2592639688920362,2620
194,1.4313272554096241,0.2696795657708422,1.4111277634271955,2832
195,-0.9095411851134176,-4.808208704016927,3.7677202270488657,4159
196,4.349081600187807,-0.0700878804028556,-0.9687996334578788,3872
197,-3.480005204369619,1.5619491490175688,1.441636875446515,4663
198,-2.608750243033931,-2.295303521705106,0.7642320675990272,3489
199,1.6042185347410203,-2.5441840656475128,1.9313068821318455,2311
200,-4.173148096337932,1.2617175809732228,0.6301702227397453,2866
201,6.698903297845753,2.7455444062049126,0.1719592979704041,2478
202,-1.496802722131461,-0.261727341103541,3.8297516550470543,3133
203,1.8671773244030359,-1.6525800011026517,0.13545839418996522,5613
204,-2.701601213959624,1.796818800057335,-2.973837198606035,3471
205,-3.872369821480853,3.3241825674283163,-0.4080342776549903,2810
206,-1.4562791955315415,-1.8328463798609085,-1.7873819770433326,2426
207,-0.12161285040727662,0.9869076067024517,0.30066117995686326,2800
208,-4.18614683752821,2.1179269775502787,2.410760686119161,3106
209,5.198888608954953,1.7732634069241113,-1.2930173923475314,2699
210,2.454222348789648,-0.40513132083900943,-3.6080667253362524,2750
211,-1.4968985177883969,-2.3089511425917446,-3.1199950955576146,3372
212,4.502778631083336,1.0821130127057623,2.255553471591232,4006
213,-0.7576048018754429,-4.8530629453949015,-1.3220879806633532,5004
214,4.20644996164679,1.302696120506977,1.0825927987704465,3333
215,-0.9455681243830121,-6.563441989565896,-5.3257507839943266,1654
216,-0.6208888944585508,-5.324625754151443,-4.543404760201457,2646
217,-1.504136533532591,-1.5845813644700448,-0.17965415039352672,3711
218,-2.2540919729776006,3.1080337926051005,-0.9116025024423691,3320
219,2.203296550345934,4.325469954430969,-0.027275627897110313,2699
220,2.7570366735671348,1.0834731043175307,-1.9911075720264442,2839
221,-0.1875650693030699,5.1621447767065245,-1.3780638453250158,2058
222,-3.47219073278797,1.3329086760174893,-1.863758011492062,4430
223,-3.1424317653135128,0.6317700386093779,0.6459165652776848,5308
224,-2.2389652984093793,-0.04756613223576836,-2.59891092861248,4102
225,-0.21072848458234422,-2.935000334586608,-1.433308989767762,3041
226,-3.3506848847197737,-1.0804956953957845,0.9659397131625695,2917
227,3.8145572288930363,0.9199581617741915,-0.2734189050235557,3307
228,-2.867679489060634,0.5780163389899224,1.6682362155994328,5973
229,1.815584457210123,0.3934003894262912,-1.2479333695495118,3051
230,-2.0896471942794337,-0.6583090007123471,-1.178351569952627,3275
231,-0.9002691637287913,3.028722148345389,1.1185334753814162,3153
232,-1.3688114965167095,-6.566386947884131,0.9264665468259352,1986
233,-4.036568403688307,5.578154447993998,-0.3210883451622859,2493
234,-5.799674781740652,5.601444957039281,-1.1894147509214723,1904
235,2.7124260765654693,3.384321667576734,-0.7113517371193124,3349
236,2.5937247750300214,-1.3529195806564527,0.5745529149423252,4942
237,3.055896515909552,0.11810332125607631,2.3774215334407964,3624
238,3.9363113991512786,-1.311362926387131,-4.053173400559639,2780
239,-1.3702720437763571,1.112163100585875,-0.07872983343565536,3401
240,-1.5735359154222301,-1.1229581988228805,2.5849845571183963,3451
241,-1.0057182026147935,-5.400300896371827,1.5935369386113205,4220
242,-2.327385749287471,-1.406173469275652,1.7821043077471137,4001
243,-2.1064701460611475,-1.2627358588234765,0.8344206800624215,4575
244,1.3084176828921006,1.58632605834892,1.965667030940985,3101
245,1.7340882553362307,-2.4937987068735064,-4.444486363725499,2230
246,-0.829048379002712,-4.919052881901129,0.6221551003430957,5167
247,-3.1095534394205417,-0.8141641818616429,-4.909871995609744,1933
248,-1.7911376702487893,-3.657865921538277,-3.8799466877875686,1514
249,-2.248921199100025,-2.860915561682279,4.164622281919764,2318
250,-0.6702796408818448,-4.271712871994163,1.3878411800459887,5099
251,-0.1892062631777292,-2.478695627322912,1.1080185999402865,3656
252,5.192093594991139,2.354486450979475,0.7417066674014724,2955
253,-3.3177710910903477,-0.29992566993501324,5.261107704979311,1616
254,-4.241907108574333,1.5812858092379458,-3.012244102193319,2458
255,-0.958155808020381,0.9808459852321344,2.9110641698123523,3447
